,Unnamed: 0,Country,Gender,Sector,Job Seniority,Company Size,Age Ranges,Connectivity Status,Count
28656,12156,GBR,Female,Finance,Any Job Seniority,201-500 employees,25 to 34,connected to big companies,2200
28657,12157,GBR,Female,Finance,Any Job Seniority,201-500 employees,25 to 34,connected to any,16000
28658,12158,GBR,Female,Finance,Any Job Seniority,201-500 employees,18 to 24,connected to big companies,0
28659,12159,GBR,Female,Finance,Any Job Seniority,201-500 employees,18 to 24,connected to any,2600
28660,12160,GBR,Female,Finance,Any Job Seniority,51-200 employees,Any Age Range,connected to big companies,8000
28661,12161,GBR,Female,Finance,Any Job Seniority,51-200 employees,Any Age Range,connected to any,47000
28662,12162,GBR,Female,Finance,Any Job Seniority,51-200 employees,55+,connected to big companies,380
28663,12163,GBR,Female,Finance,Any Job Seniority,51-200 employees,55+,connected to any,2800
28664,12164,GBR,Female,Finance,Any Job Seniority,51-200 employees,35 to 54,connected to big companies,3900
28665,12165,GBR,Female,Finance,Any Job Seniority,51-200 employees,35 to 54,connected to any,19000
28666,12166,GBR,Female,Finance,Any Job Seniority,51-200 employees,25 to 34,connected to big companies,3300
28667,12167,GBR,Female,Finance,Any Job Seniority,51-200 employees,25 to 34,connected to any,21000
28668,12168,GBR,Female,Finance,Any Job Seniority,51-200 employees,18 to 24,connected to big companies,470
28669,12169,GBR,Female,Finance,Any Job Seniority,51-200 employees,18 to 24,connected to any,3600
28670,12170,GBR,Female,Finance,Any Job Seniority,11-50 employees,Any Age Range,connected to big companies,7600
28671,12171,GBR,Female,Finance,Any Job Seniority,11-50 employees,Any Age Range,connected to any,47000
28672,12172,GBR,Female,Finance,Any Job Seniority,11-50 employees,55+,connected to big companies,420
28673,12173,GBR,Female,Finance,Any Job Seniority,11-50 employees,55+,connected to any,3400
28674,12174,GBR,Female,Finance,Any Job Seniority,11-50 employees,35 to 54,connected to big companies,3500
28675,12175,GBR,Female,Finance,Any Job Seniority,11-50 employees,35 to 54,connected to any,19000
28676,12176,GBR,Female,Finance,Any Job Seniority,11-50 employees,25 to 34,connected to big companies,3100
28677,12177,GBR,Female,Finance,Any Job Seniority,11-50 employees,25 to 34,connected to any,21000
28678,12178,GBR,Female,Finance,Any Job Seniority,11-50 employees,18 to 24,connected to big companies,590
28679,12179,GBR,Female,Finance,Any Job Seniority,11-50 employees,18 to 24,connected to any,4000
28680,12180,GBR,Female,Finance,Any Job Seniority,2-10 employees,Any Age Range,connected to big companies,4700
28681,12181,GBR,Female,Finance,Any Job Seniority,2-10 employees,Any Age Range,connected to any,43000
28682,12182,GBR,Female,Finance,Any Job Seniority,2-10 employees,55+,connected to big companies,410
28683,12183,GBR,Female,Finance,Any Job Seniority,2-10 employees,55+,connected to any,3200
28684,12184,GBR,Female,Finance,Any Job Seniority,2-10 employees,35 to 54,connected to big companies,2300
28685,12185,GBR,Female,Finance,Any Job Seniority,2-10 employees,35 to 54,connected to any,14000
28686,12186,GBR,Female,Finance,Any Job Seniority,2-10 employees,25 to 34,connected to big companies,1500
28687,12187,GBR,Female,Finance,Any Job Seniority,2-10 employees,25 to 34,connected to any,20000
28688,12188,GBR,Female,Finance,Any Job Seniority,2-10 employees,18 to 24,connected to big companies,400
28689,12189,GBR,Female,Finance,Any Job Seniority,2-10 employees,18 to 24,connected to any,5200
28690,12190,GBR,Female,Finance,Any Job Seniority,Myself Only,Any Age Range,connected to big companies,1400
28691,12191,GBR,Female,Finance,Any Job Seniority,Myself Only,Any Age Range,connected to any,14000
28692,12192,GBR,Female,Finance,Any Job Seniority,Myself Only,55+,connected to big companies,0
28693,12193,GBR,Female,Finance,Any Job Seniority,Myself Only,55+,connected to any,890
28694,12194,GBR,Female,Finance,Any Job Seniority,Myself Only,35 to 54,connected to big companies,840
28695,12195,GBR,Female,Finance,Any Job Seniority,Myself Only,35 to 54,connected to any,5400
28696,12196,GBR,Female,Finance,Any Job Seniority,Myself Only,25 to 34,connected to big companies,370
28697,12197,GBR,Female,Finance,Any Job Seniority,Myself Only,25 to 34,connected to any,6500
28698,12198,GBR,Female,Finance,Any Job Seniority,Myself Only,18 to 24,connected to big companies,0
28699,12199,GBR,Female,Finance,Any Job Seniority,Myself Only,18 to 24,connected to any,710
28700,12200,GBR,Female,Finance,Owner,Any Company Size,Any Age Range,connected to big companies,2000
28701,12201,GBR,Female,Finance,Owner,Any Company Size,Any Age Range,connected to any,11000
28702,12202,GBR,Female,Finance,Owner,Any Company Size,55+,connected to big companies,0
28703,12203,GBR,Female,Finance,Owner,Any Company Size,55+,connected to any,1200
28704,12204,GBR,Female,Finance,Owner,Any Company Size,35 to 54,connected to big companies,1100
28705,12205,GBR,Female,Finance,Owner,Any Company Size,35 to 54,connected to any,5300
28706,12206,GBR,Female,Finance,Owner,Any Company Size,25 to 34,connected to big companies,560
28707,12207,GBR,Female,Finance,Owner,Any Company Size,25 to 34,connected to any,3600
28708,12208,GBR,Female,Finance,Owner,Any Company Size,18 to 24,connected to big companies,0
28709,12209,GBR,Female,Finance,Owner,Any Company Size,18 to 24,connected to any,740
28710,12210,GBR,Female,Finance,Owner,"10,001+ employees",Any Age Range,connected to big companies,370
28711,12211,GBR,Female,Finance,Owner,"10,001+ employees",Any Age Range,connected to any,1400
28712,12212,GBR,Female,Finance,Owner,"10,001+ employees",55+,connected to big companies,0
28713,12213,GBR,Female,Finance,Owner,"10,001+ employees",55+,connected to any,0
28714,12214,GBR,Female,Finance,Owner,"10,001+ employees",35 to 54,connected to big companies,0
28715,12215,GBR,Female,Finance,Owner,"10,001+ employees",35 to 54,connected to any,660
28716,12216,GBR,Female,Finance,Owner,"10,001+ employees",25 to 34,connected to big companies,0
28717,12217,GBR,Female,Finance,Owner,"10,001+ employees",25 to 34,connected to any,430
28718,12218,GBR,Female,Finance,Owner,"10,001+ employees",18 to 24,connected to big companies,0
28719,12219,GBR,Female,Finance,Owner,"10,001+ employees",18 to 24,connected to any,0
28720,12220,GBR,Female,Finance,Owner,"5001-10,000 employees",Any Age Range,connected to big companies,0
28721,12221,GBR,Female,Finance,Owner,"5001-10,000 employees",Any Age Range,connected to any,330
28722,12222,GBR,Female,Finance,Owner,"5001-10,000 employees",55+,connected to big companies,0
28723,12223,GBR,Female,Finance,Owner,"5001-10,000 employees",55+,connected to any,0
28724,12224,GBR,Female,Finance,Owner,"5001-10,000 employees",35 to 54,connected to big companies,0
28725,12225,GBR,Female,Finance,Owner,"5001-10,000 employees",35 to 54,connected to any,0
28726,12226,GBR,Female,Finance,Owner,"5001-10,000 employees",25 to 34,connected to big companies,0
28727,12227,GBR,Female,Finance,Owner,"5001-10,000 employees",25 to 34,connected to any,0
28728,12228,GBR,Female,Finance,Owner,"5001-10,000 employees",18 to 24,connected to big companies,0
28729,12229,GBR,Female,Finance,Owner,"5001-10,000 employees",18 to 24,connected to any,0
28730,12230,GBR,Female,Finance,Owner,1001-5000 employees,Any Age Range,connected to big companies,0
28731,12231,GBR,Female,Finance,Owner,1001-5000 employees,Any Age Range,connected to any,970
28732,12232,GBR,Female,Finance,Owner,1001-5000 employees,55+,connected to big companies,0
28733,12233,GBR,Female,Finance,Owner,1001-5000 employees,55+,connected to any,0
28734,12234,GBR,Female,Finance,Owner,1001-5000 employees,35 to 54,connected to big companies,0
28735,12235,GBR,Female,Finance,Owner,1001-5000 employees,35 to 54,connected to any,470
28736,12236,GBR,Female,Finance,Owner,1001-5000 employees,25 to 34,connected to big companies,0
28737,12237,GBR,Female,Finance,Owner,1001-5000 employees,25 to 34,connected to any,0
28738,12238,GBR,Female,Finance,Owner,1001-5000 employees,18 to 24,connected to big companies,0
28739,12239,GBR,Female,Finance,Owner,1001-5000 employees,18 to 24,connected to any,0
28740,12240,GBR,Female,Finance,Owner,501-1000 employees,Any Age Range,connected to big companies,0
28741,12241,GBR,Female,Finance,Owner,501-1000 employees,Any Age Range,connected to any,350
28742,12242,GBR,Female,Finance,Owner,501-1000 employees,55+,connected to big companies,0
28743,12243,GBR,Female,Finance,Owner,501-1000 employees,55+,connected to any,0
28744,12244,GBR,Female,Finance,Owner,501-1000 employees,35 to 54,connected to big companies,0
28745,12245,GBR,Female,Finance,Owner,501-1000 employees,35 to 54,connected to any,0
28746,12246,GBR,Female,Finance,Owner,501-1000 employees,25 to 34,connected to big companies,0
28747,12247,GBR,Female,Finance,Owner,501-1000 employees,25 to 34,connected to any,0
28748,12248,GBR,Female,Finance,Owner,501-1000 employees,18 to 24,connected to big companies,0
28749,12249,GBR,Female,Finance,Owner,501-1000 employees,18 to 24,connected to any,0
28750,12250,GBR,Female,Finance,Owner,201-500 employees,Any Age Range,connected to big companies,0
28751,12251,GBR,Female,Finance,Owner,201-500 employees,Any Age Range,connected to any,670
28752,12252,GBR,Female,Finance,Owner,201-500 employees,55+,connected to big companies,0
28753,12253,GBR,Female,Finance,Owner,201-500 employees,55+,connected to any,0
28754,12254,GBR,Female,Finance,Owner,201-500 employees,35 to 54,connected to big companies,0
28755,12255,GBR,Female,Finance,Owner,201-500 employees,35 to 54,connected to any,360
28756,12256,GBR,Female,Finance,Owner,201-500 employees,25 to 34,connected to big companies,0
28757,12257,GBR,Female,Finance,Owner,201-500 employees,25 to 34,connected to any,0
28758,12258,GBR,Female,Finance,Owner,201-500 employees,18 to 24,connected to big companies,0
28759,12259,GBR,Female,Finance,Owner,201-500 employees,18 to 24,connected to any,0
28760,12260,GBR,Female,Finance,Owner,51-200 employees,Any Age Range,connected to big companies,310
28761,12261,GBR,Female,Finance,Owner,51-200 employees,Any Age Range,connected to any,1100
28762,12262,GBR,Female,Finance,Owner,51-200 employees,55+,connected to big companies,0
28763,12263,GBR,Female,Finance,Owner,51-200 employees,55+,connected to any,0
28764,12264,GBR,Female,Finance,Owner,51-200 employees,35 to 54,connected to big companies,0
28765,12265,GBR,Female,Finance,Owner,51-200 employees,35 to 54,connected to any,600
28766,12266,GBR,Female,Finance,Owner,51-200 employees,25 to 34,connected to big companies,0
28767,12267,GBR,Female,Finance,Owner,51-200 employees,25 to 34,connected to any,0
28768,12268,GBR,Female,Finance,Owner,51-200 employees,18 to 24,connected to big companies,0
28769,12269,GBR,Female,Finance,Owner,51-200 employees,18 to 24,connected to any,0
28770,12270,GBR,Female,Finance,Owner,11-50 employees,Any Age Range,connected to big companies,600
28771,12271,GBR,Female,Finance,Owner,11-50 employees,Any Age Range,connected to any,2100
28772,12272,GBR,Female,Finance,Owner,11-50 employees,55+,connected to big companies,0
28773,12273,GBR,Female,Finance,Owner,11-50 employees,55+,connected to any,0
28774,12274,GBR,Female,Finance,Owner,11-50 employees,35 to 54,connected to big companies,320
28775,12275,GBR,Female,Finance,Owner,11-50 employees,35 to 54,connected to any,1100
28776,12276,GBR,Female,Finance,Owner,11-50 employees,25 to 34,connected to big companies,0
28777,12277,GBR,Female,Finance,Owner,11-50 employees,25 to 34,connected to any,580
28778,12278,GBR,Female,Finance,Owner,11-50 employees,18 to 24,connected to big companies,0
28779,12279,GBR,Female,Finance,Owner,11-50 employees,18 to 24,connected to any,0
28780,12280,GBR,Female,Finance,Owner,2-10 employees,Any Age Range,connected to big companies,970
28781,12281,GBR,Female,Finance,Owner,2-10 employees,Any Age Range,connected to any,3700
28782,12282,GBR,Female,Finance,Owner,2-10 employees,55+,connected to big companies,0
28783,12283,GBR,Female,Finance,Owner,2-10 employees,55+,connected to any,470
28784,12284,GBR,Female,Finance,Owner,2-10 employees,35 to 54,connected to big companies,540
28785,12285,GBR,Female,Finance,Owner,2-10 employees,35 to 54,connected to any,1900
28786,12286,GBR,Female,Finance,Owner,2-10 employees,25 to 34,connected to big companies,0
28787,12287,GBR,Female,Finance,Owner,2-10 employees,25 to 34,connected to any,1100
28788,12288,GBR,Female,Finance,Owner,2-10 employees,18 to 24,connected to big companies,0
28789,12289,GBR,Female,Finance,Owner,2-10 employees,18 to 24,connected to any,0
28790,12290,GBR,Female,Finance,Owner,Myself Only,Any Age Range,connected to big companies,0
28791,12291,GBR,Female,Finance,Owner,Myself Only,Any Age Range,connected to any,630
28792,12292,GBR,Female,Finance,Owner,Myself Only,55+,connected to big companies,0
28793,12293,GBR,Female,Finance,Owner,Myself Only,55+,connected to any,0
28794,12294,GBR,Female,Finance,Owner,Myself Only,35 to 54,connected to big companies,0
28795,12295,GBR,Female,Finance,Owner,Myself Only,35 to 54,connected to any,340
28796,12296,GBR,Female,Finance,Owner,Myself Only,25 to 34,connected to big companies,0
28797,12297,GBR,Female,Finance,Owner,Myself Only,25 to 34,connected to any,0
28798,12298,GBR,Female,Finance,Owner,Myself Only,18 to 24,connected to big companies,0
28799,12299,GBR,Female,Finance,Owner,Myself Only,18 to 24,connected to any,0
28800,12300,GBR,Female,Finance,Partner,Any Company Size,Any Age Range,connected to big companies,2300
28801,12301,GBR,Female,Finance,Partner,Any Company Size,Any Age Range,connected to any,7100
28802,12302,GBR,Female,Finance,Partner,Any Company Size,55+,connected to big companies,0
28803,12303,GBR,Female,Finance,Partner,Any Company Size,55+,connected to any,1200
28804,12304,GBR,Female,Finance,Partner,Any Company Size,35 to 54,connected to big companies,1400
28805,12305,GBR,Female,Finance,Partner,Any Company Size,35 to 54,connected to any,3900
28806,12306,GBR,Female,Finance,Partner,Any Company Size,25 to 34,connected to big companies,480
28807,12307,GBR,Female,Finance,Partner,Any Company Size,25 to 34,connected to any,1700
28808,12308,GBR,Female,Finance,Partner,Any Company Size,18 to 24,connected to big companies,0
28809,12309,GBR,Female,Finance,Partner,Any Company Size,18 to 24,connected to any,320
28810,12310,GBR,Female,Finance,Partner,"10,001+ employees",Any Age Range,connected to big companies,450
28811,12311,GBR,Female,Finance,Partner,"10,001+ employees",Any Age Range,connected to any,1500
28812,12312,GBR,Female,Finance,Partner,"10,001+ employees",55+,connected to big companies,0
28813,12313,GBR,Female,Finance,Partner,"10,001+ employees",55+,connected to any,390
28814,12314,GBR,Female,Finance,Partner,"10,001+ employees",35 to 54,connected to big companies,0
28815,12315,GBR,Female,Finance,Partner,"10,001+ employees",35 to 54,connected to any,760
28816,12316,GBR,Female,Finance,Partner,"10,001+ employees",25 to 34,connected to big companies,0
28817,12317,GBR,Female,Finance,Partner,"10,001+ employees",25 to 34,connected to any,300
28818,12318,GBR,Female,Finance,Partner,"10,001+ employees",18 to 24,connected to big companies,0
28819,12319,GBR,Female,Finance,Partner,"10,001+ employees",18 to 24,connected to any,0
28820,12320,GBR,Female,Finance,Partner,"5001-10,000 employees",Any Age Range,connected to big companies,0
28821,12321,GBR,Female,Finance,Partner,"5001-10,000 employees",Any Age Range,connected to any,330
28822,12322,GBR,Female,Finance,Partner,"5001-10,000 employees",55+,connected to big companies,0
28823,12323,GBR,Female,Finance,Partner,"5001-10,000 employees",55+,connected to any,0
28824,12324,GBR,Female,Finance,Partner,"5001-10,000 employees",35 to 54,connected to big companies,0
28825,12325,GBR,Female,Finance,Partner,"5001-10,000 employees",35 to 54,connected to any,0
28826,12326,GBR,Female,Finance,Partner,"5001-10,000 employees",25 to 34,connected to big companies,0
28827,12327,GBR,Female,Finance,Partner,"5001-10,000 employees",25 to 34,connected to any,0
28828,12328,GBR,Female,Finance,Partner,"5001-10,000 employees",18 to 24,connected to big companies,0
28829,12329,GBR,Female,Finance,Partner,"5001-10,000 employees",18 to 24,connected to any,0
28830,12330,GBR,Female,Finance,Partner,1001-5000 employees,Any Age Range,connected to big companies,410
28831,12331,GBR,Female,Finance,Partner,1001-5000 employees,Any Age Range,connected to any,1100
28832,12332,GBR,Female,Finance,Partner,1001-5000 employees,55+,connected to big companies,0
28833,12333,GBR,Female,Finance,Partner,1001-5000 employees,55+,connected to any,0
28834,12334,GBR,Female,Finance,Partner,1001-5000 employees,35 to 54,connected to big companies,0
28835,12335,GBR,Female,Finance,Partner,1001-5000 employees,35 to 54,connected to any,620
28836,12336,GBR,Female,Finance,Partner,1001-5000 employees,25 to 34,connected to big companies,0
28837,12337,GBR,Female,Finance,Partner,1001-5000 employees,25 to 34,connected to any,0
28838,12338,GBR,Female,Finance,Partner,1001-5000 employees,18 to 24,connected to big companies,0
28839,12339,GBR,Female,Finance,Partner,1001-5000 employees,18 to 24,connected to any,0
28840,12340,GBR,Female,Finance,Partner,501-1000 employees,Any Age Range,connected to big companies,0
28841,12341,GBR,Female,Finance,Partner,501-1000 employees,Any Age Range,connected to any,520
28842,12342,GBR,Female,Finance,Partner,501-1000 employees,55+,connected to big companies,0
28843,12343,GBR,Female,Finance,Partner,501-1000 employees,55+,connected to any,0
28844,12344,GBR,Female,Finance,Partner,501-1000 employees,35 to 54,connected to big companies,0
28845,12345,GBR,Female,Finance,Partner,501-1000 employees,35 to 54,connected to any,300
28846,12346,GBR,Female,Finance,Partner,501-1000 employees,25 to 34,connected to big companies,0
28847,12347,GBR,Female,Finance,Partner,501-1000 employees,25 to 34,connected to any,0
28848,12348,GBR,Female,Finance,Partner,501-1000 employees,18 to 24,connected to big companies,0
28849,12349,GBR,Female,Finance,Partner,501-1000 employees,18 to 24,connected to any,0
28850,12350,GBR,Female,Finance,Partner,201-500 employees,Any Age Range,connected to big companies,320
28851,12351,GBR,Female,Finance,Partner,201-500 employees,Any Age Range,connected to any,800
28852,12352,GBR,Female,Finance,Partner,201-500 employees,55+,connected to big companies,0
28853,12353,GBR,Female,Finance,Partner,201-500 employees,55+,connected to any,0
28854,12354,GBR,Female,Finance,Partner,201-500 employees,35 to 54,connected to big companies,0
28855,12355,GBR,Female,Finance,Partner,201-500 employees,35 to 54,connected to any,480
28856,12356,GBR,Female,Finance,Partner,201-500 employees,25 to 34,connected to big companies,0
28857,12357,GBR,Female,Finance,Partner,201-500 employees,25 to 34,connected to any,0
28858,12358,GBR,Female,Finance,Partner,201-500 employees,18 to 24,connected to big companies,0
28859,12359,GBR,Female,Finance,Partner,201-500 employees,18 to 24,connected to any,0
28860,12360,GBR,Female,Finance,Partner,51-200 employees,Any Age Range,connected to big companies,610
28861,12361,GBR,Female,Finance,Partner,51-200 employees,Any Age Range,connected to any,1600
28862,12362,GBR,Female,Finance,Partner,51-200 employees,55+,connected to big companies,0
28863,12363,GBR,Female,Finance,Partner,51-200 employees,55+,connected to any,350
28864,12364,GBR,Female,Finance,Partner,51-200 employees,35 to 54,connected to big companies,350
28865,12365,GBR,Female,Finance,Partner,51-200 employees,35 to 54,connected to any,860
28866,12366,GBR,Female,Finance,Partner,51-200 employees,25 to 34,connected to big companies,0
28867,12367,GBR,Female,Finance,Partner,51-200 employees,25 to 34,connected to any,0
28868,12368,GBR,Female,Finance,Partner,51-200 employees,18 to 24,connected to big companies,0
28869,12369,GBR,Female,Finance,Partner,51-200 employees,18 to 24,connected to any,0
28870,12370,GBR,Female,Finance,Partner,11-50 employees,Any Age Range,connected to big companies,890
28871,12371,GBR,Female,Finance,Partner,11-50 employees,Any Age Range,connected to any,2100
28872,12372,GBR,Female,Finance,Partner,11-50 employees,55+,connected to big companies,0
28873,12373,GBR,Female,Finance,Partner,11-50 employees,55+,connected to any,350
28874,12374,GBR,Female,Finance,Partner,11-50 employees,35 to 54,connected to big companies,550
28875,12375,GBR,Female,Finance,Partner,11-50 employees,35 to 54,connected to any,1200
28876,12376,GBR,Female,Finance,Partner,11-50 employees,25 to 34,connected to big companies,0
28877,12377,GBR,Female,Finance,Partner,11-50 employees,25 to 34,connected to any,440
28878,12378,GBR,Female,Finance,Partner,11-50 employees,18 to 24,connected to big companies,0
28879,12379,GBR,Female,Finance,Partner,11-50 employees,18 to 24,connected to any,0
28880,12380,GBR,Female,Finance,Partner,2-10 employees,Any Age Range,connected to big companies,840
28881,12381,GBR,Female,Finance,Partner,2-10 employees,Any Age Range,connected to any,2200
28882,12382,GBR,Female,Finance,Partner,2-10 employees,55+,connected to big companies,0
28883,12383,GBR,Female,Finance,Partner,2-10 employees,55+,connected to any,360
28884,12384,GBR,Female,Finance,Partner,2-10 employees,35 to 54,connected to big companies,540
28885,12385,GBR,Female,Finance,Partner,2-10 employees,35 to 54,connected to any,1300
28886,12386,GBR,Female,Finance,Partner,2-10 employees,25 to 34,connected to big companies,0
28887,12387,GBR,Female,Finance,Partner,2-10 employees,25 to 34,connected to any,450
28888,12388,GBR,Female,Finance,Partner,2-10 employees,18 to 24,connected to big companies,0
28889,12389,GBR,Female,Finance,Partner,2-10 employees,18 to 24,connected to any,0
28890,12390,GBR,Female,Finance,Partner,Myself Only,Any Age Range,connected to big companies,0
28891,12391,GBR,Female,Finance,Partner,Myself Only,Any Age Range,connected to any,320
28892,12392,GBR,Female,Finance,Partner,Myself Only,55+,connected to big companies,0
28893,12393,GBR,Female,Finance,Partner,Myself Only,55+,connected to any,0
28894,12394,GBR,Female,Finance,Partner,Myself Only,35 to 54,connected to big companies,0
28895,12395,GBR,Female,Finance,Partner,Myself Only,35 to 54,connected to any,0
28896,12396,GBR,Female,Finance,Partner,Myself Only,25 to 34,connected to big companies,0
28897,12397,GBR,Female,Finance,Partner,Myself Only,25 to 34,connected to any,0
28898,12398,GBR,Female,Finance,Partner,Myself Only,18 to 24,connected to big companies,0
28899,12399,GBR,Female,Finance,Partner,Myself Only,18 to 24,connected to any,0
28900,12400,GBR,Female,Finance,CXO,Any Company Size,Any Age Range,connected to big companies,2600
28901,12401,GBR,Female,Finance,CXO,Any Company Size,Any Age Range,connected to any,10000
28902,12402,GBR,Female,Finance,CXO,Any Company Size,55+,connected to big companies,310
28903,12403,GBR,Female,Finance,CXO,Any Company Size,55+,connected to any,1600
28904,12404,GBR,Female,Finance,CXO,Any Company Size,35 to 54,connected to big companies,1700
28905,12405,GBR,Female,Finance,CXO,Any Company Size,35 to 54,connected to any,5200
28906,12406,GBR,Female,Finance,CXO,Any Company Size,25 to 34,connected to big companies,450
28907,12407,GBR,Female,Finance,CXO,Any Company Size,25 to 34,connected to any,2900
28908,12408,GBR,Female,Finance,CXO,Any Company Size,18 to 24,connected to big companies,0
28909,12409,GBR,Female,Finance,CXO,Any Company Size,18 to 24,connected to any,490
28910,12410,GBR,Female,Finance,CXO,"10,001+ employees",Any Age Range,connected to big companies,840
28911,12411,GBR,Female,Finance,CXO,"10,001+ employees",Any Age Range,connected to any,3100
28912,12412,GBR,Female,Finance,CXO,"10,001+ employees",55+,connected to big companies,0
28913,12413,GBR,Female,Finance,CXO,"10,001+ employees",55+,connected to any,660
28914,12414,GBR,Female,Finance,CXO,"10,001+ employees",35 to 54,connected to big companies,560
28915,12415,GBR,Female,Finance,CXO,"10,001+ employees",35 to 54,connected to any,1600
28916,12416,GBR,Female,Finance,CXO,"10,001+ employees",25 to 34,connected to big companies,0
28917,12417,GBR,Female,Finance,CXO,"10,001+ employees",25 to 34,connected to any,700
28918,12418,GBR,Female,Finance,CXO,"10,001+ employees",18 to 24,connected to big companies,0
28919,12419,GBR,Female,Finance,CXO,"10,001+ employees",18 to 24,connected to any,0
28920,12420,GBR,Female,Finance,CXO,"5001-10,000 employees",Any Age Range,connected to big companies,0
28921,12421,GBR,Female,Finance,CXO,"5001-10,000 employees",Any Age Range,connected to any,480
28922,12422,GBR,Female,Finance,CXO,"5001-10,000 employees",55+,connected to big companies,0
28923,12423,GBR,Female,Finance,CXO,"5001-10,000 employees",55+,connected to any,0
28924,12424,GBR,Female,Finance,CXO,"5001-10,000 employees",35 to 54,connected to big companies,0
28925,12425,GBR,Female,Finance,CXO,"5001-10,000 employees",35 to 54,connected to any,0
28926,12426,GBR,Female,Finance,CXO,"5001-10,000 employees",25 to 34,connected to big companies,0
28927,12427,GBR,Female,Finance,CXO,"5001-10,000 employees",25 to 34,connected to any,0
28928,12428,GBR,Female,Finance,CXO,"5001-10,000 employees",18 to 24,connected to big companies,0
28929,12429,GBR,Female,Finance,CXO,"5001-10,000 employees",18 to 24,connected to any,0
28930,12430,GBR,Female,Finance,CXO,1001-5000 employees,Any Age Range,connected to big companies,410
28931,12431,GBR,Female,Finance,CXO,1001-5000 employees,Any Age Range,connected to any,1300
28932,12432,GBR,Female,Finance,CXO,1001-5000 employees,55+,connected to big companies,0
28933,12433,GBR,Female,Finance,CXO,1001-5000 employees,55+,connected to any,0
28934,12434,GBR,Female,Finance,CXO,1001-5000 employees,35 to 54,connected to big companies,0
28935,12435,GBR,Female,Finance,CXO,1001-5000 employees,35 to 54,connected to any,690
28936,12436,GBR,Female,Finance,CXO,1001-5000 employees,25 to 34,connected to big companies,0
28937,12437,GBR,Female,Finance,CXO,1001-5000 employees,25 to 34,connected to any,320
28938,12438,GBR,Female,Finance,CXO,1001-5000 employees,18 to 24,connected to big companies,0
28939,12439,GBR,Female,Finance,CXO,1001-5000 employees,18 to 24,connected to any,0
28940,12440,GBR,Female,Finance,CXO,501-1000 employees,Any Age Range,connected to big companies,0
28941,12441,GBR,Female,Finance,CXO,501-1000 employees,Any Age Range,connected to any,510
28942,12442,GBR,Female,Finance,CXO,501-1000 employees,55+,connected to big companies,0
28943,12443,GBR,Female,Finance,CXO,501-1000 employees,55+,connected to any,0
28944,12444,GBR,Female,Finance,CXO,501-1000 employees,35 to 54,connected to big companies,0
28945,12445,GBR,Female,Finance,CXO,501-1000 employees,35 to 54,connected to any,0
28946,12446,GBR,Female,Finance,CXO,501-1000 employees,25 to 34,connected to big companies,0
28947,12447,GBR,Female,Finance,CXO,501-1000 employees,25 to 34,connected to any,0
28948,12448,GBR,Female,Finance,CXO,501-1000 employees,18 to 24,connected to big companies,0
28949,12449,GBR,Female,Finance,CXO,501-1000 employees,18 to 24,connected to any,0
28950,12450,GBR,Female,Finance,CXO,201-500 employees,Any Age Range,connected to big companies,0
28951,12451,GBR,Female,Finance,CXO,201-500 employees,Any Age Range,connected to any,1100
28952,12452,GBR,Female,Finance,CXO,201-500 employees,55+,connected to big companies,0
28953,12453,GBR,Female,Finance,CXO,201-500 employees,55+,connected to any,410
28954,12454,GBR,Female,Finance,CXO,201-500 employees,35 to 54,connected to big companies,0
28955,12455,GBR,Female,Finance,CXO,201-500 employees,35 to 54,connected to any,470
28956,12456,GBR,Female,Finance,CXO,201-500 employees,25 to 34,connected to big companies,0
28957,12457,GBR,Female,Finance,CXO,201-500 employees,25 to 34,connected to any,0
28958,12458,GBR,Female,Finance,CXO,201-500 employees,18 to 24,connected to big companies,0
28959,12459,GBR,Female,Finance,CXO,201-500 employees,18 to 24,connected to any,0
28960,12460,GBR,Female,Finance,CXO,51-200 employees,Any Age Range,connected to big companies,440
28961,12461,GBR,Female,Finance,CXO,51-200 employees,Any Age Range,connected to any,1300
28962,12462,GBR,Female,Finance,CXO,51-200 employees,55+,connected to big companies,0
28963,12463,GBR,Female,Finance,CXO,51-200 employees,55+,connected to any,0
28964,12464,GBR,Female,Finance,CXO,51-200 employees,35 to 54,connected to big companies,0
28965,12465,GBR,Female,Finance,CXO,51-200 employees,35 to 54,connected to any,790
28966,12466,GBR,Female,Finance,CXO,51-200 employees,25 to 34,connected to big companies,0
28967,12467,GBR,Female,Finance,CXO,51-200 employees,25 to 34,connected to any,0
28968,12468,GBR,Female,Finance,CXO,51-200 employees,18 to 24,connected to big companies,0
28969,12469,GBR,Female,Finance,CXO,51-200 employees,18 to 24,connected to any,0
28970,12470,GBR,Female,Finance,CXO,11-50 employees,Any Age Range,connected to big companies,720
28971,12471,GBR,Female,Finance,CXO,11-50 employees,Any Age Range,connected to any,2000
28972,12472,GBR,Female,Finance,CXO,11-50 employees,55+,connected to big companies,0
28973,12473,GBR,Female,Finance,CXO,11-50 employees,55+,connected to any,340
28974,12474,GBR,Female,Finance,CXO,11-50 employees,35 to 54,connected to big companies,430
28975,12475,GBR,Female,Finance,CXO,11-50 employees,35 to 54,connected to any,1100
28976,12476,GBR,Female,Finance,CXO,11-50 employees,25 to 34,connected to big companies,0
28977,12477,GBR,Female,Finance,CXO,11-50 employees,25 to 34,connected to any,450
